16 -4.43438e-05 -5.71541e-05 -9.34566e-05 -0.000142727 -0.000176791 -0.000148965 -2.68394e-05 0.000136259 0.000177192 -5.33513e-06 -0.000194256 -5.65117e-05 0.000198478 4.20918e-05 -0.000216179 3.36356e-05 0.000209725 -0.000133507 -0.00015779 0.000202394 0.000106935 -0.000222635 -0.0001303 0.000176335 0.000238072 5.87573e-05 -0.000134156 -0.000232323 -0.000258018 -0.000259964 
16.01 -3.90593e-05 -5.19779e-05 -8.87867e-05 -0.000139439 -0.000176211 -0.000152054 -3.24982e-05 0.000132225 0.000179203 7.37487e-07 -0.000193027 -6.25781e-05 0.000196559 4.85839e-05 -0.000215744 2.67495e-05 0.000212268 -0.000127534 -0.000163183 0.000198292 0.000113735 -0.000219204 -0.000136922 0.000170579 0.000240793 6.65726e-05 -0.000127166 -0.000228604 -0.00025695 -0.000259832 
16.02 -3.37364e-05 -4.67504e-05 -8.40293e-05 -0.000136014 -0.000175456 -0.000154993 -3.81249e-05 0.000128062 0.000181037 6.80938e-06 -0.000191607 -6.85828e-05 0.000194447 5.50282e-05 -0.000215095 1.9837e-05 0.000214602 -0.000121436 -0.000168415 0.000193996 0.000120424 -0.000215557 -0.000143409 0.000164655 0.000243276 7.43222e-05 -0.00012005 -0.00022466 -0.000255628 -0.000259443 
16.03 -2.83801e-05 -4.14768e-05 -7.91889e-05 -0.000132455 -0.000174529 -0.000157778 -4.3714e-05 0.000123772 0.000182692 1.28745e-05 -0.000189999 -7.45197e-05 0.000192142 6.14181e-05 -0.000214234 1.29049e-05 0.000216724 -0.000115218 -0.00017348 0.000189507 0.000126993 -0.000211698 -0.000149755 0.000158569 0.000245519 8.19985e-05 -0.000112816 -0.000220494 -0.000254055 -0.000258798 
16.04 -2.29959e-05 -3.61622e-05 -7.42704e-05 -0.000128765 -0.000173429 -0.000160408 -4.926e-05 0.00011936 0.000184167 1.8927e-05 -0.000188203 -8.03832e-05 0.000189648 6.77474e-05 -0.000213161 5.96013e-06 0.000218632 -0.000108886 -0.000178375 0.000184832 0.000133437 -0.000207629 -0.000155952 0.000152326 0.000247519 8.95939e-05 -0.000105471 -0.000216111 -0.00025223 -0.000257898 
16.05 -1.75889e-05 -3.08119e-05 -6.92786e-05 -0.000124948 -0.000172158 -0.000162879 -5.47573e-05 0.00011483 0.00018546 2.49608e-05 -0.000186221 -8.61672e-05 0.000186966 7.40099e-05 -0.000211879 -9.90544e-07 0.000220325 -0.000102446 -0.000183093 0.000179974 0.000139749 -0.000203356 -0.000161996 0.000145933 0.000249275 9.71008e-05 -9.80214e-05 -0.000211514 -0.000250156 -0.000256743 
16.06 -1.21646e-05 -2.54313e-05 -6.42184e-05 -0.000121007 -0.000170717 -0.00016519 -6.02006e-05 0.000110186 0.00018657 3.09699e-05 -0.000184055 -9.18663e-05 0.0001841 8.01993e-05 -0.000210387 -7.94024e-06 0.0002218 -9.59056e-05 -0.000187631 0.000174939 0.000145923 -0.000198881 -0.00016788 0.000139396 0.000250786 0.000104512 -9.04752e-05 -0.000206709 -0.000247836 -0.000255335 
16.07 -6.72827e-06 -2.00255e-05 -5.90949e-05 -0.000116947 -0.000169108 -0.000167338 -6.55845e-05 0.000105434 0.000187496 3.69485e-05 -0.000181708 -9.74747e-05 0.000181053 8.63095e-05 -0.000208687 -1.48821e-05 0.000223056 -8.92704e-05 -0.000191983 0.000169731 0.000151954 -0.000194211 -0.000173598 0.000132721 0.000252048 0.00011182 -8.28398e-05 -0.000201699 -0.000245271 -0.000253675 
16.08 -1.28531e-06 -1.46e-05 -5.3913e-05 -0.000112772 -0.000167331 -0.000169321 -7.09037e-05 0.000100578 0.000188237 4.28907e-05 -0.000179182 -0.000102987 0.000177826 9.23346e-05 -0.000206782 -2.18093e-05 0.000224092 -8.25471e-05 -0.000196146 0.000164356 0.000157834 -0.000189349 -0.000179145 0.000125915 0.000253062 0.000119018 -7.51226e-05 -0.000196491 -0.000242464 -0.000251764 
16.09 4.15892e-06 -9.16009e-06 -4.86779e-05 -0.000108486 -0.00016539 -0.000171136 -7.61529e-05 9.56229e-05 0.000188792 4.87904e-05 -0.000176478 -0.000108397 0.000174425 9.82686e-05 -0.000204672 -2.87149e-05 0.000224907 -7.57423e-05 -0.000200115 0.000158818 0.000163558 -0.0001843 -0.000184515 0.000118985 0.000253827 0.000126098 -6.73312e-05 -0.000191088 -0.000239417 -0.000249605 
16.1 9.59905e-06 -3.71113e-06 -4.33948e-05 -0.000104092 -0.000163286 -0.000172783 -8.13269e-05 9.05732e-05 0.000189161 5.46421e-05 -0.000173601 -0.000113701 0.000170851 0.000104106 -0.000202361 -3.55922e-05 0.0002255 -6.88628e-05 -0.000203887 0.000153123 0.000169122 -0.000179069 -0.000189703 0.000111937 0.00025434 0.000133053 -5.94735e-05 -0.000185497 -0.000236135 -0.0002472 
16.11 1.50297e-05 1.7415e-06 -3.80688e-05 -9.95957e-05 -0.00016102 -0.000174259 -8.64207e-05 8.54341e-05 0.000189343 6.04398e-05 -0.000170552 -0.000118892 0.000167108 0.00010984 -0.00019985 -4.24344e-05 0.00022587 -6.19154e-05 -0.000207458 0.000147278 0.000174518 -0.000173661 -0.000194704 0.000104779 0.000254603 0.000139878 -5.1557e-05 -0.000179723 -0.000232619 -0.00024455 
